t,count,max,p50,p95,p99,mean_rate,action,run_amount,pod_grp,db_type
1682359470,24555,24.597489,1.885017,8.728314,14.123032,3503.592745,write,100k,3,m
1682359471,28376,23.527527,1.403452,9.319657,13.384003,3543.031909,write,100k,3,m
1682359472,32222,21.072433,1.095377,9.563532,12.616457,3576.762857,write,100k,3,m
1682359473,35450,24.032485,0.840976,11.072164,15.9092,3542.082925,write,100k,3,m
1682359474,38594,20.218524,0.87578,11.778784,15.80481,3505.878871,write,100k,3,m
1682359475,42332,23.833015,1.064934,10.657654,16.000508,3525.247837,write,100k,3,m
1682359476,45437,20.005855,0.836994,10.719002,16.590105,3493.153523,write,100k,3,m
1682359477,48470,21.528604,0.761681,11.841987,15.594759,3460.246358,write,100k,3,m
1682359478,51416,24.183558,0.836798,11.69793,16.001801,3426.043379,write,100k,3,m
1682359479,54499,20.104786,0.788082,11.517821,16.153927,3404.512239,write,100k,3,m
1682359480,57374,23.484355,0.792793,12.042338,17.442479,3373.378313,write,100k,3,m
1682359481,60385,24.035206,0.845007,11.462665,19.289835,3353.23076,write,100k,3,m
1682359482,63205,20.049522,0.772375,11.944846,16.938061,3325.228886,write,100k,3,m
1682359483,66128,23.304018,0.843936,11.973471,16.035576,3305.24955,write,100k,3,m
1682359484,69024,22.550253,0.867447,11.212295,15.94604,3285.668946,write,100k,3,m
1682359485,72864,25.924997,0.915934,10.332188,15.962342,3310.811552,write,100k,3,m
1682359486,75819,22.628835,0.827743,11.680986,18.280163,3295.399198,write,100k,3,m
1682359487,78709,20.022017,0.818945,11.799177,17.367948,3278.513697,write,100k,3,m
1682359488,81826,23.991192,0.785303,12.035285,16.775391,3272.04503,write,100k,3,m
1682359489,85238,22.527393,0.756899,10.541177,15.989859,3277.405944,write,100k,3,m
1682359490,88206,22.099452,0.781492,11.832208,16.050748,3265.967124,write,100k,3,m
1682359491,91048,24.074731,0.856264,12.007802,17.954029,3250.834434,write,100k,3,m
1682359492,94243,23.580388,0.856153,11.233794,15.992954,3248.916565,write,100k,3,m
1682359493,97312,22.171587,0.785257,11.867248,15.995026,3242.920634,write,100k,3,m
1682359514,3328,35.031362,1.341958,11.322587,14.865179,3290.279758,write,100k,3,m
1682359515,7164,32.086604,0.985781,10.484196,14.69981,3565.863867,write,100k,3,m
1682359516,11304,20.750402,0.927159,9.42417,14.034637,3757.85716,write,100k,3,m
1682359517,14465,22.060489,0.796805,11.804552,17.067998,3607.338458,write,100k,3,m
1682359518,17343,24.044152,0.794939,12.037125,19.650463,3463.121558,write,100k,3,m
1682359519,20215,28.028649,0.814676,12.362008,19.545159,3364.631968,write,100k,3,m
1682359520,23298,21.959878,0.836959,11.427217,15.68808,3324.51015,write,100k,3,m
1682359521,26590,22.215208,0.806555,11.56081,17.632798,3320.286796,write,100k,3,m
1682359522,29888,24.061883,0.799831,10.934727,15.950452,3317.822775,write,100k,3,m
1682359523,33272,20.498155,0.814214,10.62785,16.700157,3324.395426,write,100k,3,m
1682359524,36500,22.581297,0.828444,10.76677,17.738192,3315.747875,write,100k,3,m
1682359525,39570,23.097265,0.824352,11.53057,16.478105,3295.340253,write,100k,3,m
1682359526,43164,23.91526,0.834327,10.750769,14.794331,3318.218837,write,100k,3,m
1682359527,46043,23.225972,0.844027,11.974284,16.10107,3287.040332,write,100k,3,m
1682359528,49031,20.037102,0.80871,11.813449,16.141406,3267.068342,write,100k,3,m
1682359529,52122,20.551163,0.875343,11.457233,16.045828,3256.065559,write,100k,3,m
1682359530,55759,24.08597,0.966919,11.110546,14.171076,3278.383089,write,100k,3,m
1682359531,59229,21.769078,0.915414,11.205306,14.993735,3289.084314,write,100k,3,m
1682359532,62294,22.327004,0.826757,11.213415,15.52802,3277.309042,write,100k,3,m
1682359533,65246,24.323546,0.863708,12.04867,18.092595,3261.088928,write,100k,3,m
1682359534,68865,21.767934,0.76658,10.458291,15.420393,3278.03242,write,100k,3,m
1682359535,71823,21.80565,0.80065,11.541361,15.922253,3263.578636,write,100k,3,m
1682359536,74764,22.630017,0.818798,11.963777,16.249414,3249.578049,write,100k,3,m
1682359537,77806,22.554123,0.78511,11.97684,16.319124,3240.941318,write,100k,3,m
1682359538,80895,19.873495,0.838567,10.425177,15.586074,3234.814958,write,100k,3,m
